Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,827279765287559171,756285384,SpeakerJohnson,claudiatenney,Premium,101519,2024-04-30 22:40:46,2024-04-19 21:45:22
-,878247600096509952,169686021,RealCandaceO,kanyewest,Business,33352786,2024-04-30 22:24:47,2024-04-19 22:05:50
-,1201670995435646976,845426868262195200,laurenboebert,GB4CO,,2025,2024-04-30 20:32:40,2024-04-19 23:49:41
-,1201670995435646976,877985300466745344,laurenboebert,JosephJFlynn1,Premium,464562,2024-04-30 20:32:40,2024-04-19 23:49:41
-,1201670995435646976,1337452596093587462,laurenboebert,RepBlakeMoore,Government,14223,2024-04-30 20:32:40,2024-04-19 23:49:41
-,1201670995435646976,1345807954604412929,laurenboebert,RepMMM,Government,22874,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,41279159,laurenboebert,milehighdreams,,686,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,61977583,laurenboebert,awokeandfree,,40,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,460766115,laurenboebert,RepAdamMorgan,Premium,40320,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,731395417,laurenboebert,maureen_bannon,Premium,142651,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,778736617,laurenboebert,bell_rbell,,618,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,880639508,laurenboebert,dave1919191919,,256,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,1625493998,laurenboebert,KingsleyCortes,Premium,100120,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,1180970861295263745,laurenboebert,IvyLeagueRednck,,1757,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,1518675984353964032,laurenboebert,MichelleLGro,,2169,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,1586092360953253888,laurenboebert,Tazerawl,,112,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,1586159262899720193,laurenboebert,Noteversatan22,,744,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,1594733931835707400,laurenboebert,StevensonMme,,1347,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,1669148921594257410,laurenboebert,grannynothappy,,1100,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,1688572016901898241,laurenboebert,Pokey714249070,,1280,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1201670995435646976,1724924262262403072,laurenboebert,DougCoFreePress,,75,2024-04-30 20:32:40,2024-04-19 23:49:41
+,1227799690579718144,975200486,VivekGRamaswamy,RepThomasMassie,Government,1269214,2024-04-30 20:18:13,2024-04-20 00:01:44
-,1326229737551912960,877985300466745344,libsoftiktok,JosephJFlynn1,Premium,464562,2024-04-30 19:35:43,2024-04-20 00:41:29
+,1344356576786866176,15986949,RepMTG,BuzzPatterson,Premium,426367,2024-04-26 08:27:52,2024-04-20 00:53:58
+,1344356576786866176,33961080,RepMTG,Jim_Tully,Premium,596,2024-04-26 08:27:52,2024-04-20 00:53:58
+,1344356576786866176,80233893,RepMTG,jakeshieldsajj,,840325,2024-04-26 08:27:52,2024-04-20 00:53:58
+,1344356576786866176,704505146,RepMTG,Itsraining2,Premium,2921,2024-04-26 08:27:52,2024-04-20 00:53:58
+,337808606,16302242,RobertKennedyJr,stephenasmith,Premium,6079856,2024-04-23 15:30:19,2024-04-19 17:31:15
+,337808606,413216440,RobertKennedyJr,mohamedpac,Premium,262,2024-04-23 15:30:19,2024-04-19 17:31:15
+,337808606,429227921,RobertKennedyJr,cenkuygur,Premium,729985,2024-04-23 15:30:19,2024-04-19 17:31:15
+,337808606,445183185,RobertKennedyJr,JoshWalkos,Premium,160278,2024-04-23 15:30:19,2024-04-19 17:31:15
+,216881337,49508555,RandPaul,jrhuddles,,4598,2024-04-23 14:58:28,2024-04-19 17:00:51
+,216881337,54918640,RandPaul,uberliner,Premium,29621,2024-04-23 14:58:28,2024-04-19 17:00:51
+,216881337,105197819,RandPaul,EPICprivacy,,25189,2024-04-23 14:58:28,2024-04-19 17:00:51
+,216881337,618387795,RandPaul,DanielLMcAdams,Premium,59629,2024-04-23 14:58:28,2024-04-19 17:00:51
+,26637348,19697415,TulsiGabbard,billmaher,Premium,10755332,2024-04-23 13:01:36,2024-04-19 06:28:40
-,1137701,22832236,DavidSacks,MarcBodnick,,8557,2024-04-23 11:58:56,2024-04-19 05:26:13
-,1137701,38743751,DavidSacks,RobMajteles,,6695,2024-04-23 11:58:56,2024-04-19 05:26:13
+,1137701,22113265,DavidSacks,NaveenGRao,Premium,30837,2024-04-23 11:58:56,2024-04-19 05:26:13
+,1137701,28904071,DavidSacks,StevenSimoni,Premium,2478,2024-04-23 11:58:56,2024-04-19 05:26:13
+,1137701,3094790117,DavidSacks,LizaGoitein,,28534,2024-04-23 11:58:56,2024-04-19 05:26:13
+,1137701,1251900966770794498,DavidSacks,AuronMacintyre,Premium,206630,2024-04-23 11:58:56,2024-04-19 05:26:13
+,1137701,1687957014696148992,DavidSacks,allencontrol,Premium,1713,2024-04-23 11:58:56,2024-04-19 05:26:13
+,1589986640587640834,330723435,Riley_Gaines_,MayMailman,Premium,17684,2024-04-22 12:36:50,2024-04-16 19:22:59
+,1589986640587640834,2237865246,Riley_Gaines_,TateTheTalisman,Premium,3403295,2024-04-22 12:36:50,2024-04-16 19:22:59
+,1589986640587640834,2966205003,Riley_Gaines_,RepMarkWalker,,45026,2024-04-22 12:36:50,2024-04-16 19:22:59
+,1589986640587640834,3066800573,Riley_Gaines_,realchrisrufo,Premium,817810,2024-04-22 12:36:50,2024-04-16 19:22:59
+,1589986640587640834,704391334128394240,Riley_Gaines_,conservmillen,Premium,508874,2024-04-22 12:36:50,2024-04-16 19:22:59
+,1344356576786866176,1709226910038020096,RepMTG,AlexJonesMW3,Premium,99664,2024-04-20 00:53:58,2024-04-16 16:32:11
-,1326229737551912960,2871659160,libsoftiktok,IsabellaIsMoody,Premium,160046,2024-04-20 00:41:29,2024-04-16 16:19:27
+,1326229737551912960,22508473,libsoftiktok,GOPoversight,Government,349763,2024-04-20 00:41:29,2024-04-16 16:19:27
+,1326229737551912960,581301629,libsoftiktok,jakepaul,Premium,4749724,2024-04-20 00:41:29,2024-04-16 16:19:27
+,1326229737551912960,1400007925,libsoftiktok,choeshow,Premium,155765,2024-04-20 00:41:29,2024-04-16 16:19:27
+,1227799690579718144,427089628,VivekGRamaswamy,lexfridman,Premium,4255699,2024-04-20 00:01:44,2024-04-16 15:38:47
+,1227799690579718144,1861019372,VivekGRamaswamy,braun4indiana,Premium,18430,2024-04-20 00:01:44,2024-04-16 15:38:47
+,1201670995435646976,18929234,laurenboebert,CitizenFreePres,Premium,492371,2024-04-19 23:49:41,2024-04-16 15:26:34
-,592730371,2871659160,JackPosobiec,IsabellaIsMoody,Premium,160046,2024-04-19 18:33:03,2024-04-16 09:57:41
+,592730371,402862978,JackPosobiec,megbasham,Premium,151481,2024-04-19 18:33:03,2024-04-16 09:57:41
+,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-04-19 18:33:03,2024-04-16 09:57:41
+,592730371,1524941384851005459,JackPosobiec,McDonaghTech,Premium,2930,2024-04-19 18:33:03,2024-04-16 09:57:41
+,216881337,17469289,RandPaul,nypost,Business,3386463,2024-04-19 17:00:51,2024-04-16 08:24:50
+,216881337,1346506933268836353,RandPaul,ErinKYSpectrum,,1414,2024-04-19 17:00:51,2024-04-16 08:24:50
-,1137701,2887911,DavidSacks,stevegraham,Premium,12532,2024-04-19 05:26:13,2024-04-16 05:36:01
-,1137701,19377516,DavidSacks,swool,Premium,48,2024-04-19 05:26:13,2024-04-16 05:36:01
+,1589986640587640834,52267252,Riley_Gaines_,Sports_Spectrum,Premium,58030,2024-04-16 19:22:59,2024-04-12 04:49:10
+,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2024-04-16 19:22:59,2024-04-12 04:49:10
+,1344356576786866176,13197402,RepMTG,naftalibennett,Premium,649519,2024-04-16 16:32:11,2024-04-12 07:41:06
+,1344356576786866176,216881337,RepMTG,RandPaul,Government,5930709,2024-04-16 16:32:11,2024-04-12 07:41:06
+,1344356576786866176,855318254,RepMTG,RyanGirdusky,Premium,208281,2024-04-16 16:32:11,2024-04-12 07:41:06
+,1344356576786866176,1319287761048723458,RepMTG,MarioNawfal,Premium,2164886,2024-04-16 16:32:11,2024-04-12 07:41:06
+,1344356576786866176,1393287208426082306,RepMTG,MostlyPeacefull,Premium,531822,2024-04-16 16:32:11,2024-04-12 07:41:06
+,1344356576786866176,1636760085539045379,RepMTG,OversightPR,Business,116906,2024-04-16 16:32:11,2024-04-12 07:41:06
+,1326229737551912960,1482775223414198273,libsoftiktok,ReduxxMag,Premium,144092,2024-04-16 16:19:27,2024-04-12 07:53:00
+,1227799690579718144,15647676,VivekGRamaswamy,DHSgov,Government,2426015,2024-04-16 15:38:47,2024-04-12 08:31:14
+,1227799690579718144,110456022,VivekGRamaswamy,ToddRokitaIN,Premium,8644,2024-04-16 15:38:47,2024-04-12 08:31:14
+,1227799690579718144,1217111872446615565,VivekGRamaswamy,GarrityForPA,Premium,3106,2024-04-16 15:38:47,2024-04-12 08:31:14
+,1201670995435646976,1852648236,laurenboebert,600kcol,,606,2024-04-16 15:26:34,2024-04-12 08:44:21
+,1201670995435646976,1729229709630717952,laurenboebert,TonyWied,Premium,3964,2024-04-16 15:26:34,2024-04-12 08:44:21
-,2352629311,829263246,HawleyMO,concordjc,,392,2024-04-16 11:03:02,2024-04-13 08:18:32
+,2352629311,69441586,HawleyMO,PatrickDeneen,Premium,51735,2024-04-16 11:03:02,2024-04-13 08:18:32
+,1542228578,69441586,JDVance,PatrickDeneen,Premium,51735,2024-04-16 10:38:17,2024-04-13 08:40:10
+,1074480192,16691239,SenTedCruz,Miss_Scott,,373,2024-04-16 10:23:43,2024-04-13 08:57:30
-,592730371,1746324051461537792,JackPosobiec,editstrump,,797,2024-04-16 09:57:41,2024-04-15 04:13:54
+,216881337,1319287761048723458,RandPaul,MarioNawfal,Premium,2164886,2024-04-16 08:24:50,2024-04-15 05:46:29
+,1137701,314838597,DavidSacks,ori_goldberg,,44851,2024-04-16 05:36:01,2024-04-15 08:24:44
+,1137701,844911451101908993,DavidSacks,DissidentClint,Premium,14749,2024-04-16 05:36:01,2024-04-15 08:24:44
+,1137701,76143865,DavidSacks,AshleyRindsberg,Premium,23237,2024-04-15 08:24:44,2024-04-11 07:21:10
+,1137701,374444125,DavidSacks,ziadvw,,159,2024-04-15 08:24:44,2024-04-11 07:21:10
+,1137701,1317142166901301248,DavidSacks,SaysSimulation,Premium,24467,2024-04-15 08:24:44,2024-04-11 07:21:10
+,26637348,1392018271898116096,TulsiGabbard,AXChristoforou,Premium,45449,2024-04-15 07:26:44,2024-04-11 06:23:51
+,216881337,130003441,RandPaul,simonateba,Premium,605502,2024-04-15 05:46:29,2024-04-11 00:36:35
+,216881337,1510971574115086339,RandPaul,TheRedactedInc,Business,220316,2024-04-15 05:46:29,2024-04-11 00:36:35
+,337808606,248936921,RobertKennedyJr,markdace,,9,2024-04-15 05:14:13,2024-04-11 00:04:15
+,337808606,2886437169,RobertKennedyJr,kickkennedy,,472,2024-04-15 05:14:13,2024-04-11 00:04:15
+,592730371,214677606,JackPosobiec,margomartin,Premium,220357,2024-04-15 04:13:54,2024-04-10 23:04:41
+,827279765287559171,20713061,SpeakerJohnson,newtgingrich,Premium,2419696,2024-04-13 06:15:23,2024-04-10 07:05:10
+,1201670995435646976,1748811922051670016,laurenboebert,Frei4Nebraska,Premium,6101,2024-04-12 08:44:21,2024-04-09 17:20:54
+,1227799690579718144,54918640,VivekGRamaswamy,uberliner,Premium,29621,2024-04-12 08:31:14,2024-04-09 17:07:00
+,1326229737551912960,34301875,libsoftiktok,sagesteele,Premium,492131,2024-04-12 07:53:00,2024-04-09 16:27:36
+,1326229737551912960,1099579684981944320,libsoftiktok,WallStreetApes,Premium,880172,2024-04-12 07:53:00,2024-04-09 16:27:36
+,1326229737551912960,1511074777708085258,libsoftiktok,ImMeme0,Premium,733312,2024-04-12 07:53:00,2024-04-09 16:27:36
+,1344356576786866176,137472360,RepMTG,AbbyJohnson,Premium,231230,2024-04-12 07:41:06,2024-04-09 16:14:20
-,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2024-04-12 04:49:10,2024-04-09 13:15:10
+,1137701,9533042,DavidSacks,BrendanEich,Premium,187490,2024-04-11 07:21:10,2024-04-05 07:23:14
+,1137701,1356792044,DavidSacks,PiersRobinson1,Premium,29405,2024-04-11 07:21:10,2024-04-05 07:23:14
+,1137701,2216210047,DavidSacks,raymcgovern,Premium,75928,2024-04-11 07:21:10,2024-04-05 07:23:14
+,1137701,1744154341345529856,DavidSacks,jonhailehere,Premium,2129,2024-04-11 07:21:10,2024-04-05 07:23:14
+,26637348,252701736,TulsiGabbard,JackmanRadio,,6050,2024-04-11 06:23:51,2024-04-08 09:10:48
+,26637348,258512916,TulsiGabbard,Codie_Sanchez,Premium,571525,2024-04-11 06:23:51,2024-04-08 09:10:48
+,26637348,1417686048579018753,TulsiGabbard,AlexHormozi,Premium,800112,2024-04-11 06:23:51,2024-04-08 09:10:48
-,216881337,41387157,RandPaul,samyoungman,,24136,2024-04-11 00:36:35,2024-04-08 07:27:37
+,337808606,3244035813,RobertKennedyJr,JohnFilson6,,0,2024-04-11 00:04:15,2024-04-08 06:53:56
-,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-04-10 23:04:41,2024-04-08 05:52:13
+,592730371,1426657716571971590,JackPosobiec,XVanFleet,Premium,172254,2024-04-10 23:04:41,2024-04-08 05:52:13
+,1074480192,517876210,SenTedCruz,BennytheKite,Premium,5164,2024-04-10 22:40:36,2024-04-07 01:28:35
-,1542228578,69441586,JDVance,PatrickDeneen,Premium,51735,2024-04-10 22:22:33,2024-04-07 01:10:59
+,1542228578,411283452,JDVance,NoJesuitTricks,Premium,36951,2024-04-10 22:22:33,2024-04-07 01:10:59
+,1542228578,1752312901434490881,JDVance,Roof545248S,,156,2024-04-10 22:22:33,2024-04-07 01:10:59
-,2352629311,69441586,HawleyMO,PatrickDeneen,Premium,51735,2024-04-10 22:00:20,2024-04-07 00:48:48
+,1201670995435646976,35818542,laurenboebert,MichaelBerrySho,Premium,138710,2024-04-09 17:20:54,2024-04-06 20:46:44
+,1201670995435646976,1347019547388174337,laurenboebert,Jennife96348296,,364,2024-04-09 17:20:54,2024-04-06 20:46:44
+,1201670995435646976,1420141435001741323,laurenboebert,TheCalvinCooli1,Premium,98365,2024-04-09 17:20:54,2024-04-06 20:46:44
-,1326229737551912960,3341781339,libsoftiktok,,,,2024-04-09 16:27:36,2024-04-06 19:54:46
-,1326229737551912960,1582584120437141504,libsoftiktok,DrAHSMariner,,39,2024-04-09 16:27:36,2024-04-06 19:54:46
+,1326229737551912960,1292659954797539329,libsoftiktok,ASIOGovAu,Government,24256,2024-04-09 16:27:36,2024-04-06 19:54:46
+,1589986640587640834,257607538,Riley_Gaines_,RealDanZak,Premium,7214,2024-04-09 13:15:10,2024-04-06 07:34:05
+,26637348,88315048,TulsiGabbard,coldxman,Premium,380623,2024-04-08 09:10:48,2024-03-28 15:50:27
+,26637348,191871143,TulsiGabbard,VigilantFox,Premium,1611231,2024-04-08 09:10:48,2024-03-28 15:50:27
+,26637348,1528943647185678336,TulsiGabbard,LeadingReport,Premium,818993,2024-04-08 09:10:48,2024-03-28 15:50:27
+,592730371,1770325299949195264,JackPosobiec,StephenLimbaugh,Premium,6012,2024-04-08 05:52:13,2024-04-05 00:42:07
-,1074480192,15202692,SenTedCruz,TwheidMusic,,1338,2024-04-07 01:28:35,2024-04-05 00:18:08
-,1074480192,374073763,SenTedCruz,eduard_llaguno,,329,2024-04-07 01:28:35,2024-04-05 00:18:08
-,1074480192,1110712596,SenTedCruz,ShwrrThght,Premium,241372,2024-04-07 01:28:35,2024-04-05 00:18:08
+,878247600096509952,18812728,RealCandaceO,andrewschulz,Premium,651007,2024-04-06 22:30:29,2024-04-04 21:21:15
+,1326229737551912960,374712154,libsoftiktok,TRobinsonNewEra,Premium,1279741,2024-04-06 19:54:46,2024-04-03 12:30:42
+,1326229737551912960,3341781339,libsoftiktok,,,,2024-04-06 19:54:46,2024-04-03 12:30:42
+,1326229737551912960,1582584120437141504,libsoftiktok,DrAHSMariner,,39,2024-04-06 19:54:46,2024-04-03 12:30:42
+,1344356576786866176,1137701,RepMTG,DavidSacks,Premium,1340250,2024-04-06 19:42:49,2024-04-03 12:17:55
+,1589986640587640834,111920997,Riley_Gaines_,Annevandam,,11468,2024-04-06 07:34:05,2024-04-01 18:29:58
+,1589986640587640834,880602945632575488,Riley_Gaines_,TheQuartering,Premium,384812,2024-04-06 07:34:05,2024-04-01 18:29:58
+,1589986640587640834,1451574039542210569,Riley_Gaines_,CV_Dalcher,Premium,16235,2024-04-06 07:34:05,2024-04-01 18:29:58
+,1137701,759894532649545732,DavidSacks,AravSrinivas,Premium,239274,2024-04-05 07:23:14,2024-03-27 07:41:56
+,1137701,1052708860648181761,DavidSacks,DecampDave,Premium,66501,2024-04-05 07:23:14,2024-03-27 07:41:56
+,216881337,90702654,RandPaul,1210WPHT,Premium,12142,2024-04-05 06:26:22,2024-03-28 17:34:08
+,216881337,234074628,RandPaul,DomShow1210,Premium,18577,2024-04-05 06:26:22,2024-03-28 17:34:08
+,337808606,21217620,RobertKennedyJr,NicoleShanahan,Premium,553616,2024-04-05 05:53:12,2024-03-28 18:03:22
+,337808606,41692369,RobertKennedyJr,BearGrylls,Premium,1455970,2024-04-05 05:53:12,2024-03-28 18:03:22
+,337808606,179492928,RobertKennedyJr,evamckend,,14241,2024-04-05 05:53:12,2024-03-28 18:03:22
+,337808606,210979461,RobertKennedyJr,SummisseOrator,,238,2024-04-05 05:53:12,2024-03-28 18:03:22
+,337808606,1326005070,RobertKennedyJr,HowieCarrShow,Premium,112346,2024-04-05 05:53:12,2024-03-28 18:03:22
-,592730371,21207857,JackPosobiec,ScottFantasy,Premium,12940,2024-04-05 00:42:07,2024-03-28 19:02:45
-,592730371,23951440,JackPosobiec,BGOnTheScene,Premium,141101,2024-04-05 00:42:07,2024-03-28 19:02:45
-,592730371,119107923,JackPosobiec,MerlotN,Premium,13143,2024-04-05 00:42:07,2024-03-28 19:02:45
-,592730371,135654493,JackPosobiec,charlottecuthbo,Premium,10127,2024-04-05 00:42:07,2024-03-28 19:02:45
-,592730371,369768687,JackPosobiec,SupremeHeretic,,2411,2024-04-05 00:42:07,2024-03-28 19:02:45
-,592730371,972569324,JackPosobiec,GPrime85,Premium,219628,2024-04-05 00:42:07,2024-03-28 19:02:45
-,592730371,1643500784,JackPosobiec,francispouliot_,Premium,102875,2024-04-05 00:42:07,2024-03-28 19:02:45
-,592730371,1186961438197374976,JackPosobiec,JamesLundell3,,789,2024-04-05 00:42:07,2024-03-28 19:02:45
+,592730371,28064568,JackPosobiec,realchasegeiser,Premium,300255,2024-04-05 00:42:07,2024-03-28 19:02:45
+,592730371,44459525,JackPosobiec,4TiffanyJustice,Premium,60498,2024-04-05 00:42:07,2024-03-28 19:02:45
+,592730371,188034029,JackPosobiec,jplauche,,18685,2024-04-05 00:42:07,2024-03-28 19:02:45
+,592730371,312653402,JackPosobiec,MartinShkreli,Premium,300149,2024-04-05 00:42:07,2024-03-28 19:02:45
+,592730371,623241032,JackPosobiec,KDCodyTN,Premium,8629,2024-04-05 00:42:07,2024-03-28 19:02:45
+,592730371,1011695094691442688,JackPosobiec,sonnyjoynelson,Premium,29621,2024-04-05 00:42:07,2024-03-28 19:02:45
+,592730371,1019311804093272066,JackPosobiec,OliFatouAisha,,935,2024-04-05 00:42:07,2024-03-28 19:02:45
+,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-04-05 00:42:07,2024-03-28 19:02:45
+,1074480192,423823340,SenTedCruz,DicksTrash,Premium,5494,2024-04-05 00:18:08,2024-03-28 19:27:55
-,1542228578,138799178,JDVance,porszag,Premium,18773,2024-04-05 00:00:38,2024-03-28 19:41:53
+,1542228578,769034760,JDVance,MatthewSitman,,31355,2024-04-05 00:00:38,2024-03-28 19:41:53
+,1326229737551912960,2990729241,libsoftiktok,freedomcaucus,Premium,93871,2024-04-03 12:30:42,2024-03-31 07:44:13
+,1344356576786866176,429415553,RepMTG,AbigailShrier,Premium,268143,2024-04-03 12:17:55,2024-03-31 07:32:17
